index,hora,clave,empleado_clave,grupo,salon,dia
1637,N5,621,83638,035,7202,3
1638,N5,621,83638,035,7202,5
1639,M4,106,86180,007,1103,1
1640,M4,106,86180,007,1103,3
1641,M4,106,86180,007,1103,5
1642,M5,493,60467,003,2204,1
1643,M5,493,60467,003,2204,3
1644,M5,493,60467,003,2204,5
1645,N4,508,91699,001,9203,4
1646,M4,729,743,018,7208,2
1647,N5,234,92939,003,7223,1
1648,N5,234,92939,003,7223,3
1649,N5,234,92939,003,7223,5
1650,N6,235,83641,005,CIS4,1
1651,N6,235,83641,005,CIS4,3
1652,N6,235,83641,005,CIS4,5
1653,V5,275,83205,004,7203,1
1654,V5,275,83205,004,7203,3
1655,V5,275,83205,004,7203,5
1656,N1,282,85015,005,SMO,2
1657,V4,064,97686,016,6301,2
1658,N1,158,16541,006,2301,1
1659,N1,158,16541,006,2301,3
1660,N1,158,16541,006,2301,5
1661,N2,608,101129,024,3207,1
1662,N2,608,101129,024,3207,3
1663,N2,608,101129,024,3207,5
1664,M5,619,93528,003,5111,1
1665,M5,619,93528,003,5111,3
1666,M5,619,93528,003,5111,5
1667,M2,702,7031,001,1203,1
1668,M2,702,7031,001,1203,3
1669,M2,702,7031,001,1203,5
1670,V1,737,86178,001,LMH2,1
1671,V1,737,86178,001,LMH2,3
1672,V1,737,86178,001,LMH2,5
1673,N2,729,2371,006,7205,1
1674,N2,729,2371,006,7205,3
1675,N2,729,2371,006,7205,5
1676,N4,130,80414,004,9205,1
1677,N4,130,80414,004,9205,3
1678,N4,130,80414,004,9205,5
1679,N4,866,92939,002,ELEC2,4
1680,N4,867,18309,004,7223,2
1681,N2,081,101084,031,9204,1
1682,N2,081,101084,031,9204,3
1683,N2,081,101084,031,9204,5
1684,N1,155,92466,010,2107,4
1685,N4,745,82756,007,1303,4
1686,N3,402,102333,019,1304,1
1687,N3,402,102333,019,1304,3
1688,N3,402,102333,019,1304,5
1689,N1,500,104101,027,9102,1
1690,N1,500,104101,027,9102,3
1691,N1,500,104101,027,9102,5
1692,N4,502,85018,035,6302,1
1693,N4,502,85018,035,6302,3
1694,N4,502,85018,035,6302,5
1695,N2,175,19017,001,2300a,1
1696,N2,175,19017,001,2300a,3
1697,N2,175,19017,001,2300a,5
1698,N3,178,19017,001,2300a,1
1699,N3,178,19017,001,2300a,3
1700,N3,178,19017,001,2300a,5
1701,M1,268,13389,001,4200,4
1702,N5,842,96969,007,4200,2
1703,V3,851,96198,002,4108,4
1704,M1,162,95507,002,1203,2
1705,M2,602,101129,005,3105,1
1706,M2,602,101129,005,3105,3
1707,M2,602,101129,005,3105,5
1708,M4,606,93253,015,3106,1
1709,M4,606,93253,015,3106,3
1710,M4,606,93253,015,3106,5
1711,M3,800,85129,010,9304,1
1712,M3,800,85129,010,9304,3
1713,M3,800,85129,010,9304,5
1714,M1,839,85129,002,4109,4
1715,N4,181,103744,004,4202,4
1716,N3,930,19239,015,ss1,6
1717,N4,606,93241,040,6202,1
1718,N4,606,93241,040,6202,3
1719,N4,606,93241,040,6202,5
1720,N3,800,102500,045,4204,1
1721,N3,800,102500,045,4204,3
1722,N3,800,102500,045,4204,5
1723,N2,100,4997,059,3205,1
1724,N2,100,4997,059,3205,3
1725,N2,100,4997,059,3205,5
1726,N1,418,106778,001,7108,4
1727,N1,603,100430,017,3104,1
1728,N1,603,100430,017,3104,3
1729,N1,603,100430,017,3104,5
1730,N1,611,98707,026,1201,2
1731,M6,104,17264,005,2205,1
1732,M6,104,17264,005,2205,3
1733,M6,104,17264,005,2205,5
1734,V2,114,13923,011,4101,1
1735,V2,114,13923,011,4101,3
1736,V2,114,13923,011,4101,5
1737,V1,119,84614,012,4105,1
1738,V1,119,84614,012,4105,3
1739,V1,119,84614,012,4105,5
1740,N2,114,93604,018,1103,1
1741,N2,114,93604,018,1103,3
1742,N2,114,93604,018,1103,5
1743,N1,115,97850,001,2201,2
1744,N3,493,85676,027,LROB,1
1745,N3,493,85676,027,LROB,3
1746,N3,493,85676,027,LROB,5
1747,N5,500,95216,033,2107,1
1748,N5,500,95216,033,2107,3
1749,N5,500,95216,033,2107,5
1750,N6,608,11659,032,3206,1
1751,N6,608,11659,032,3206,3
1752,N6,608,11659,032,3206,5
1753,M3,103,3350,008,4109,1
1754,M3,103,3350,008,4109,3
1755,M3,103,3350,008,4109,5
1756,M4,107,15325,008,4109,4
1757,M2,506,2284,001,2202,1
1758,M2,506,2284,001,2202,3
1759,M2,506,2284,001,2202,5
1760,M1,620,93528,001,LMH1,1
1761,M1,620,93528,001,LMH1,3
1762,M1,620,93528,001,LMH1,5
1763,V4,105,95507,011,4203,2
1764,N2,833,99718,004,4212,1
1765,N2,833,99718,004,4212,3
1766,N2,833,99718,004,4212,5
1767,N1,081,97371,029,9303,4
1768,N4,273,93583,003,4201,4
1769,N1,852,99718,002,4212,1
1770,N1,852,99718,002,4212,3
1771,N1,852,99718,002,4212,5
1772,N4,854,99718,002,9201,1
1773,N4,854,99718,002,9201,3
1774,N4,854,99718,002,9201,5
1775,N3,859,95511,003,1303,1
1776,N3,859,95511,003,1303,3
1777,N3,859,95511,003,1303,5
1778,V2,237,84394,013,7223,1
1779,V2,237,84394,013,7223,3
1780,V2,237,84394,013,7223,5
1781,N4,267,FI3410,007,1201,2
1782,N4,479,98484,004,5102,4
1783,N1,732,105589,006,2105,4
1784,V1,772,fi9090,027,4444,6
1785,M6,112,93371,004,4103,1
1786,M6,112,93371,004,4103,3
1787,M6,112,93371,004,4103,5
1788,M2,113,92116,011,3108,1
1789,M2,113,92116,011,3108,3
1790,M2,113,92116,011,3108,5
1791,M5,114,13923,009,4101,1
1792,M5,114,13923,009,4101,3
1793,M5,114,13923,009,4101,5
1794,V6,119,97850,018,4205,1
1795,V6,119,97850,018,4205,3
1796,V6,119,97850,018,4205,5
1797,M4,020,9076,007,6305,1
1798,M4,020,9076,007,6305,3
1799,M4,020,9076,007,6305,5
1800,M6,106,86180,010,1103,1
1801,M6,106,86180,010,1103,3
1802,M6,106,86180,010,1103,5
1803,N6,217,96984,005,3203,1
1804,N6,217,96984,005,3203,3
1805,N6,217,96984,005,3203,5
1806,N4,863,95168,003,ELEC2,2
1807,N4,309,fi9050,005,LLIN,2
1808,N1,313,5726,001,LME3,1
1809,N1,313,5726,001,LME3,3
1810,N1,313,5726,001,LME3,5
1811,M1,504,15265,001,2202,1
1812,M1,504,15265,001,2202,3
1813,M1,504,15265,001,2202,5
1814,N6,315,92155,002,LSUB,1
1815,N6,315,92155,002,LSUB,3
1816,N6,315,92155,002,LSUB,5
1817,N1,326,97197,001,7121,4
1818,N4,150,97857,016,3108,1
1819,N4,150,97857,016,3108,3
1820,N4,150,97857,016,3108,5
1821,N3,772,fi9030,026,4444,6
1822,N6,867,98027,002,SALAB,1
1823,N6,867,98027,002,SALAB,3
1824,N6,867,98027,002,SALAB,5
1825,N6,530,95166,008,LME1,1
1826,N6,530,95166,008,LME1,3
1827,N6,530,95166,008,LME1,5
1828,N4,403,98794,012,2201,2
1829,N3,509,92849,002,1101,1
1830,N3,509,92849,002,1101,3
1831,N3,509,92849,002,1101,5
1832,M6,512,2284,004,2303,1
1833,M6,512,2284,004,2303,3
1834,M6,512,2284,004,2303,5
1835,N4,729,14525,015,7222,4
1836,N2,501,106834,019,9104,1
1837,N2,501,106834,019,9104,3
1838,N2,501,106834,019,9104,5
1839,N1,503,93594,008,3301,2
1840,N4,729,84456,008,7205,1
1841,N4,729,84456,008,7205,3
1842,N4,729,84456,008,7205,5
1843,N2,509,101134,001,1301,1
1844,N2,509,101134,001,1301,3
1845,N2,509,101134,001,1301,5
1846,N4,748,19326,001,2103,2
1847,N1,753,97857,001,5105,2
1848,N1,003,98717,038,9103,2
1849,N4,150,95500,037,2105,4
1850,N4,400,97331,052,9304,1
1851,N4,400,97331,052,9304,3
1852,N4,400,97331,052,9304,5
1853,N5,602,97879,048,3207,1
1854,N5,602,97879,048,3207,3
1855,N5,602,97879,048,3207,5
1856,N1,604,105528,034,6202,1
1857,N1,604,105528,034,6202,3
1858,N1,604,105528,034,6202,5
1859,N5,406,94865,006,7107,1
1860,N5,406,94865,006,7107,3
1861,N5,406,94865,006,7107,5
1862,V5,105,95507,017,4112,1
1863,V5,105,95507,017,4112,3
1864,V5,105,95507,017,4112,5
1865,V4,107,60355,016,4106,2
1866,V1,150,981,015,1202,1
1867,V1,150,981,015,1202,3
1868,V1,150,981,015,1202,5
1869,V6,702,101276,006,1203,1
1870,V6,702,101276,006,1203,3
1871,V6,702,101276,006,1203,5
1872,N1,744,93999,007,4113,1
1873,N1,744,93999,007,4113,3
1874,N1,744,93999,007,4113,5
1875,V4,004,4545,028,6304,2
1876,N1,231,10673,006,CIS2,1
1877,N1,231,10673,006,CIS2,3
1878,N1,231,10673,006,CIS2,5
1879,V5,840,98027,010,SALB,1
1880,V5,840,98027,010,SALB,3
1881,V5,840,98027,010,SALB,5
1882,M4,257,18358,001,7208,1
1883,M4,257,18358,001,7208,3
1884,M4,257,18358,001,7208,5
1885,N2,061,91453,005,1101,1
1886,N2,061,91453,005,1101,3
1887,N2,061,91453,005,1101,5
1888,V1,179,60581,003,1201,1
1889,V1,179,60581,003,1201,3
1890,V1,179,60581,003,1201,5
1891,V4,272,102500,001,1104,2
1892,N4,832,15840,002,4211,2
1893,N1,850,95506,002,4203,1
1894,N1,850,95506,002,4203,3
1895,N1,850,95506,002,4203,5
1896,N1,861,95012,001,3205,2
1897,M1,209,98081,001,1104,4
1898,N1,220,3520,010,ELEC1,4
1899,M1,249,95472,002,7206,2
1900,M1,715,18358,001,7204,1
1901,M1,715,18358,001,7204,3
1902,M1,715,18358,001,7204,5
1903,V1,500,2341,018,1104,1
1904,V1,500,2341,018,1104,3
1905,V1,500,2341,018,1104,5
1906,N6,202,96589,004,7204,1
1907,N6,202,96589,004,7204,3
1908,N6,202,96589,004,7204,5
1909,N5,209,96589,013,7203,1
1910,N5,209,96589,013,7203,3
1911,N5,209,96589,013,7203,5
1912,N3,257,96589,002,7208,1
1913,N3,257,96589,002,7208,3
1914,N3,257,96589,002,7208,5
1915,N1,317,106525,001,3107,2
1916,V4,155,91699,006,5101,6
1917,N4,493,92466,018,2107,4
1918,N1,930,11668,026,ss5,6
1919,N3,611,95508,032,6202,1
1920,N3,611,95508,032,6202,3
1921,N3,611,95508,032,6202,5
1922,N5,235,83641,004,CIS4,1
1923,N5,235,83641,004,CIS4,3
1924,N5,235,83641,004,CIS4,5
1925,N3,237,85810,008,SALB,1
1926,N3,237,85810,008,SALB,3
1927,N3,237,85810,008,SALB,5
1928,N6,064,96470,027,6302,1
1929,N6,064,96470,027,6302,3
1930,N6,064,96470,027,6302,5
1931,N4,506,18801,005,LLUB,1
1932,N4,506,18801,005,LLUB,3
1933,N4,506,18801,005,LLUB,5
1934,M4,620,104656,005,5111,6
1935,V5,701,96970,008,1105,1
1936,V5,701,96970,008,1105,3
1937,V5,701,96970,008,1105,5
1938,N2,512,102958,005,9102,1
1939,N2,512,102958,005,9102,3
1940,N2,512,102958,005,9102,5
1941,V5,772,95170,006,sab,6
1942,V1,733,106820,007,1305,2
1943,N4,251,102261,004,7202,1
1944,N4,251,102261,004,7202,3
1945,N4,251,102261,004,7202,5
1946,N4,308,5595,003,2301,1
1947,N4,308,5595,003,2301,3
1948,N4,308,5595,003,2301,5
1949,N2,313,5726,002,LME3,1
1950,N2,313,5726,002,LME3,3
1951,N2,313,5726,002,LME3,5
1952,N3,331,95166,004,LME1,1
1953,N3,331,95166,004,LME1,3
1954,N3,331,95166,004,LME1,5
1955,V4,264,106820,003,LVIS,2
1956,M2,729,101856,020,7223,1
1957,M2,729,101856,020,7223,3
1958,M2,729,101856,020,7223,5
1959,N1,767,86183,004,3204,4
1960,N1,842,102500,002,4200,4
1961,N2,202,100106,003,7207,1
1962,N2,202,100106,003,7207,3
1963,N2,202,100106,003,7207,5
1964,N1,209,103199,006,7204,1
1965,N1,209,103199,006,7204,3
1966,N1,209,103199,006,7204,5
1967,N5,249,60392,005,7208,1
1968,N5,249,60392,005,7208,3
1969,N5,249,60392,005,7208,5
1970,N6,209,100150,010,7207,1
1971,N6,209,100150,010,7207,3
1972,N6,209,100150,010,7207,5
1973,M2,005,92608,006,2203,1
1974,M2,005,92608,006,2203,3
1975,M2,005,92608,006,2203,5
1976,V3,064,97686,015,6302,1
1977,V3,064,97686,015,6302,3
1978,V3,064,97686,015,6302,5
1979,V6,500,86327,026,2304,1
1980,V6,500,86327,026,2304,3
1981,V6,500,86327,026,2304,5
1982,N1,042,113,012,1101,2
1983,N5,231,10673,009,CIS2,1
1984,N5,231,10673,009,CIS2,3
1985,N5,231,10673,009,CIS2,5
1986,N2,603,19300,034,3206,1
1987,N2,603,19300,034,3206,3
1988,N2,603,19300,034,3206,5
1989,N4,621,96701,033,7206,1
1990,N4,621,96701,033,7206,3
1991,N4,621,96701,033,7206,5
1992,M1,169,93994,001,4205,4
1993,N1,828,93603,011,4113,2
1994,N4,006,92984,025,9301,2
1995,N1,103,257,026,9101,1
1996,N1,103,257,026,9101,3
1997,N1,103,257,026,9101,5
1998,N3,411,98794,007,3102,1
1999,N3,411,98794,007,3102,3
2000,N3,411,98794,007,3102,5
2001,N4,004,97686,038,6305,4
2002,N4,401,92547,013,2205,1
2003,N4,401,92547,013,2205,3
2004,N4,401,92547,013,2205,5
2005,V4,404,103677,042,7120,4
2006,N4,464,4059,002,7120,4
2007,N1,763,84481,004,LMET,4
2008,N4,100,fi0014,061,1304,2
2009,N4,721,102663,003,3105,2
2010,V5,755,95337,001,4107,1
2011,V5,755,95337,001,4107,3
2012,V5,755,95337,001,4107,5
2013,V4,020,98717,016,6304,4
2014,V3,327,13393,009,7101,1
2015,V3,327,13393,009,7101,3
2016,V3,327,13393,009,7101,5
2017,N1,403,311,006,7116,1
2018,N1,403,311,006,7116,3
2019,N1,403,311,006,7116,5
2020,V2,504,6173,008,2203,1
2021,V2,504,6173,008,2203,3
2022,V2,504,6173,008,2203,5
2023,V6,706,60467,004,LROB,1
2024,V6,706,60467,004,LROB,3
2025,V6,706,60467,004,LROB,5
2026,N3,105,16541,016,1301,1
2027,N3,105,16541,016,1301,3
2028,N3,105,16541,016,1301,5
2029,N4,106,95515,016,4107,1
2030,N4,106,95515,016,4107,3
2031,N4,106,95515,016,4107,5
2032,N5,138,97857,001,9201,1
2033,N5,138,97857,001,9201,3
2034,N5,138,97857,001,9201,5
2035,N1,420,60398,001,7119,4
2036,N4,449,84655,003,7125,4
2037,N1,761,97262,001,7125,2
2038,M4,005,83833,034,6304,1
2039,M4,005,83833,034,6304,3
2040,M4,005,83833,034,6304,5
2041,M6,064,92146,011,6301,1
2042,M6,064,92146,011,6301,3
2043,M6,064,92146,011,6301,5
2044,M1,168,FI0822,001,4211,2
2045,M4,170,96184,002,4208,2
2046,M4,819,96544,003,4112,4
2047,N4,021,12995,008,2205,2
2048,N1,112,16702,013,9304,4
2049,N2,138,93989,010,3103,1
2050,N2,138,93989,010,3103,3
2051,N2,138,93989,010,3103,5
2052,N1,413,95541,002,7107,2
2053,N4,173,98080,006,2301,2
2054,N4,810,91451,005,INFB,1
2055,N4,810,91451,005,INFB,3
2056,N4,810,91451,005,INFB,5
2057,N5,107,18592,023,4101,1
2058,N5,107,18592,023,4101,3
2059,N5,107,18592,023,4101,5
2060,N2,141,2893,003,4113,1
2061,N2,141,2893,003,4113,3
2062,N2,141,2893,003,4113,5
2063,M6,158,84614,003,4206,1
2064,M6,158,84614,003,4206,3
2065,M6,158,84614,003,4206,5
2066,N4,179,102557,008,4205,4
2067,M3,180,13389,002,4200,1
2068,M3,180,13389,002,4200,3
2069,M3,180,13389,002,4200,5
2070,N4,843,95511,002,3103,2
2071,M4,117,93989,002,4101,6
2072,N1,702,101276,007,9203,1
2073,N1,702,101276,007,9203,3
2074,N1,702,101276,007,9203,5
2075,N5,140,92170,003,2304,1
2076,N5,140,92170,003,2304,3
2077,N5,140,92170,003,2304,5
2078,N4,173,102500,005,4208,1
2079,N4,173,102500,005,4208,3
2080,N4,173,102500,005,4208,5
2081,N2,824,95506,003,4102,1
2082,N2,824,95506,003,4102,3
2083,N2,824,95506,003,4102,5
2084,N1,117,95337,005,4202,1
2085,N1,117,95337,005,4202,3
2086,N1,117,95337,005,4202,5
2087,N5,120,82756,004,1304,1
2088,N5,120,82756,004,1304,3
2089,N5,120,82756,004,1304,5
2090,N6,140,19101,005,9103,1
2091,N6,140,19101,005,9103,3
2092,N6,140,19101,005,9103,5
2093,V4,812,100555,004,3109,4
2094,M5,020,19239,012,9105,1
2095,M5,020,19239,012,9105,3
2096,M5,020,19239,012,9105,5
2097,M3,113,92116,002,3108,1
2098,M3,113,92116,002,3108,3
2099,M3,113,92116,002,3108,5
2100,M4,114,13923,005,4101,1
2101,M4,114,13923,005,4101,3
2102,M4,114,13923,005,4101,5
2103,M4,403,10143,004,7119,2
2104,M4,490,83634,012,2106,1
2105,M4,490,83634,012,2106,3
2106,M4,490,83634,012,2106,5
2107,V2,500,92608,019,1303,1
2108,V2,500,92608,019,1303,3
2109,V2,500,92608,019,1303,5
2110,M1,062,92984,001,6304,2
2111,N3,141,2893,005,4113,1
2112,N3,141,2893,005,4113,3
2113,N3,141,2893,005,4113,5
2114,N5,170,100152,006,2302,1
2115,N5,170,100152,006,2302,3
2116,N5,170,100152,006,2302,5
2117,M3,181,15840,001,4204,1
2118,M3,181,15840,001,4204,3
2119,M3,181,15840,001,4204,5
2120,N6,831,4389,009,4106,1
2121,N6,831,4389,009,4106,3
2122,N6,831,4389,009,4106,5
2123,M1,200,426,001,7205,1
2124,M1,200,426,001,7205,3
2125,M1,200,426,001,7205,5
2126,N1,706,85676,002,LROB,1
2127,N1,706,85676,002,LROB,3
2128,N1,706,85676,002,LROB,5
2129,M1,081,104655,002,1203,4
2130,M4,100,2244,003,4102,2
2131,M4,608,93371,007,3103,4
2132,M1,841,101996,016,1202,2
2133,V4,112,93121,009,1201,4
2134,V3,150,95822,023,4107,1
2135,V3,150,95822,023,4107,3
2136,V3,150,95822,023,4107,5
2137,M1,107,83708,004,4207,4
2138,M3,150,17097,005,5301,1
2139,M3,150,17097,005,5301,3
2140,M3,150,17097,005,5301,5
2141,N1,158,2920,010,4110,4
2142,M4,833,13389,001,INFA,2
2143,M4,857,102557,001,4205,1
2144,M4,857,102557,001,4205,3
2145,M4,857,102557,001,4205,5
2146,N1,824,82642,002,4102,2
2147,N1,252,95167,003,7207,2
2148,N1,117,1263,004,4106,2
2149,N1,138,95827,008,9304,1
2150,N1,138,95827,008,9304,3
2151,N1,138,95827,008,9304,5
2152,M2,501,16118,003,1303,1
2153,M2,501,16118,003,1303,3
2154,M2,501,16118,003,1303,5
2155,M1,772,19378,001,sab,6
2156,N1,268,95184,005,4204,4
2157,N5,605,93695,044,3301,1
2158,N5,605,93695,044,3301,3
2159,N5,605,93695,044,3301,5
2160,N4,801,19332,009,4203,1
2161,N4,801,19332,009,4203,3
2162,N4,801,19332,009,4203,5
2163,M1,100,981,005,1202,4
2164,M1,400,98707,002,7116,2
2165,M1,602,101129,002,3107,1
2166,M1,602,101129,002,3107,3
2167,M1,602,101129,002,3107,5
2168,M3,604,15473,005,9105,1
2169,M3,604,15473,005,9105,3
2170,M3,604,15473,005,9105,5
2171,M4,606,3665,014,1104,1
2172,M4,606,3665,014,1104,3
2173,M4,606,3665,014,1104,5
2174,N1,004,93303,032,3306,2
2175,N1,209,96589,008,7204,4
2176,V4,104,100135,011,2201,2
2177,M4,817,96184,001,4208,1
2178,M4,817,96184,001,4208,3
2179,M4,817,96184,001,4208,5
2180,M4,823,13923,001,4108,4
2181,M3,105,1640,004,4113,1
2182,M3,105,1640,004,4113,3
2183,M3,105,1640,004,4113,5
2184,M4,107,60355,005,4112,2
2185,M5,119,95822,008,4111,1
2186,M5,119,95822,008,4111,3
2187,M5,119,95822,008,4111,5
2188,M4,137,17097,004,5301,1
2189,M4,137,17097,004,5301,3
2190,M4,137,17097,004,5301,5
2191,M2,169,93994,002,2301,1
2192,M2,169,93994,002,2301,3
2193,M2,169,93994,002,2301,5
2194,N1,003,92848,037,6301,1
2195,N1,003,92848,037,6301,3
2196,N1,003,92848,037,6301,5
2197,N2,040,97686,028,6302,1
2198,N2,040,97686,028,6302,3
2199,N2,040,97686,028,6302,5
2200,V5,602,101129,038,1301,1
2201,V5,602,101129,038,1301,3
2202,V5,602,101129,038,1301,5
2203,V3,606,93371,033,2101,1
2204,V3,606,93371,033,2101,3
2205,V3,606,93371,033,2101,5
2206,V6,805,95454,017,9105,1
2207,V6,805,95454,017,9105,3
2208,V6,805,95454,017,9105,5
2209,V4,838,98080,006,4211,1
2210,V4,838,98080,006,4211,3
2211,V4,838,98080,006,4211,5
2212,N1,106,93996,012,9303,1
2213,N1,106,93996,012,9303,3
2214,N1,106,93996,012,9303,5
2215,N5,331,17312,006,LME2,1
2216,N5,331,17312,006,LME2,3
2217,N5,331,17312,006,LME2,5
2218,V4,170,101739,003,1103,1
2219,V4,170,101739,003,1103,3
2220,V4,170,101739,003,1103,5
2221,M4,158,96184,002,4110,4
2222,N6,113,92170,010,1202,1
2223,N6,113,92170,010,1202,3
2224,N6,113,92170,010,1202,5
2225,N1,608,11659,023,3104,4
2226,N5,001,83883,044,3304,2
2227,N5,001,83883,044,3304,3
2228,N5,001,83883,044,3304,4
2229,N4,002,105194,046,3304,2
2230,N4,002,105194,046,3304,3
2231,N4,002,105194,046,3304,4
2232,N1,600,93995,039,3304,2
2233,N1,600,93995,039,3304,3
2234,N1,600,93995,039,3304,4
2235,N6,601,98061,047,3304,2
2236,N6,601,98061,047,3304,3
2237,N6,601,98061,047,3304,4
2238,N2,605,96896,040,3304,2
2239,N2,605,96896,040,3304,3
2240,N2,605,96896,040,3304,4
2241,N3,607,96540,043,3304,2
2242,N3,607,96540,043,3304,3
2243,N3,607,96540,043,3304,4
2244,V1,616,96545,036,6201,6
2245,N1,440,102028,002,3101,4
2246,N4,445,3920,001,3102,2
2247,M1,501,5722,001,9101,1
2248,M1,501,5722,001,9101,3
2249,M1,501,5722,001,9101,5
2250,N6,301,93601,029,7101,1
2251,N6,301,93601,029,7101,3
2252,N6,301,93601,029,7101,5
2253,M1,490,15454,001,1202,1
2254,M1,490,15454,001,1202,3
2255,M1,490,15454,001,1202,5
2256,N5,840,18309,019,CIS1,1
2257,N5,840,18309,019,CIS1,3
2258,N5,840,18309,019,CIS1,5
2259,N5,165,19101,009,4212,1
2260,N5,165,19101,009,4212,3
2261,N5,165,19101,009,4212,5
2262,V6,608,101129,021,1103,1
2263,V6,608,101129,021,1103,3
2264,V6,608,101129,021,1103,5
2265,N1,815,93603,008,4207,1
2266,N1,815,93603,008,4207,3
2267,N1,815,93603,008,4207,5
2268,M1,273,1814,001,4112,1
2269,M1,273,1814,001,4112,3
2270,M1,273,1814,001,4112,5
2271,M3,081,95958,004,5303,1
2272,M3,081,95958,004,5303,3
2273,M3,081,95958,004,5303,5
2274,M4,223,13397,002,7223,2
2275,M1,311,fi9080,002,2303,1
2276,M1,311,fi9080,002,2303,3
2277,M1,311,fi9080,002,2303,5
2278,M4,729,85681,016,7223,1
2279,M4,729,85681,016,7223,3
2280,M4,729,85681,016,7223,5
2281,N6,101,2146,013,4108,1
2282,N6,101,2146,013,4108,3
2283,N6,101,2146,013,4108,5
2284,N1,222,96984,009,elec,1
2285,N1,222,96984,009,elec,3
2286,N1,222,96984,009,elec,5
2287,N1,266,98799,002,9205,4
2288,M2,267,15454,001,4106,1
2289,M2,267,15454,001,4106,3
2290,M2,267,15454,001,4106,5
2291,N4,006,91710,022,9303,1
2292,N4,006,91710,022,9303,3
2293,N4,006,91710,022,9303,5
2294,N6,405,93594,022,7116,1
2295,N6,405,93594,022,7116,3
2296,N6,405,93594,022,7116,5
2297,N5,500,102958,032,9204,1
2298,N5,500,102958,032,9204,3
2299,N5,500,102958,032,9204,5
2300,N4,608,11659,027,3206,1
2301,N4,608,11659,027,3206,3
2302,N4,608,11659,027,3206,5
2303,N4,219,2357,010,7207,1
2304,N4,219,2357,010,7207,3
2305,N4,219,2357,010,7207,5
2306,N1,200,103199,017,7206,4
2307,N5,404,14311,027,3107,1
2308,N5,404,14311,027,3107,3
2309,N5,404,14311,027,3107,5
2310,N4,040,93994,033,2104,4
2311,N4,062,101294,013,6306,2
2312,M1,117,5319,001,4111,1
2313,M1,117,5319,001,4111,3
2314,M1,117,5319,001,4111,5
2315,V1,493,85343,001,LROB,1
2316,N4,743,101276,006,5111,2
2317,N4,804,95545,008,4207,4
2318,N4,825,84996,003,4109,2
2319,N1,828,93603,012,4207,4
2320,M3,414,7501,002,2103,1
2321,M3,414,7501,002,2103,3
2322,M3,414,7501,002,2103,5
2323,N4,042,93598,016,1305,2
2324,N4,501,100554,023,4110,1
2325,N4,501,100554,023,4110,3
2326,N4,501,100554,023,4110,5
2327,N5,608,11659,031,3206,1
2328,N5,608,11659,031,3206,3
2329,N5,608,11659,031,3206,5
2330,N5,064,96470,026,6302,1
2331,N5,064,96470,026,6302,3
2332,N5,064,96470,026,6302,5
2333,M1,101,981,014,1102,2
2334,N4,400,16917,051,7120,1
2335,N4,400,16917,051,7120,3
2336,N4,400,16917,051,7120,5
2337,N2,502,96546,031,9301,1
2338,N2,502,96546,031,9301,3
2339,N2,502,96546,031,9301,5
2340,N1,141,93994,002,4108,4
2341,N1,158,16541,007,4207,2
2342,N4,165,93249,007,1101,1
2343,N4,165,93249,007,1101,3
2344,N4,165,93249,007,1101,5
2345,N2,169,93994,004,4203,1
2346,N2,169,93994,004,4203,3
2347,N2,169,93994,004,4203,5
2348,N5,301,93601,028,7101,1
2349,N5,301,93601,028,7101,3
2350,N5,301,93601,028,7101,5
2351,V6,491,101275,004,7107,1
2352,V6,491,101275,004,7107,3
2353,V6,491,101275,004,7107,5
2354,V1,021,82705,003,6301,2
2355,N1,156,19326,002,9204,1
2356,N1,156,19326,002,9204,3
2357,N1,156,19326,002,9204,5
2358,M1,105,1640,001,4205,1
2359,M1,105,1640,001,4205,3
2360,M1,105,1640,001,4205,5
2361,N4,824,82642,004,1205,2
2362,N5,276,92929,007,7222,1
2363,N5,276,92929,007,7222,3
2364,N5,276,92929,007,7222,5
2365,N2,120,105394,005,4109,1
2366,N2,120,105394,005,4109,3
2367,N2,120,105394,005,4109,5
2368,N4,751,100764,001,2302,2
2369,M1,064,86180,001,1103,1
2370,M1,064,86180,001,1103,3
2371,M1,064,86180,001,1103,5
2372,N1,173,98080,009,2301,2
2373,M5,828,19380,006,4207,1
2374,M5,828,19380,006,4207,3
2375,M5,828,19380,006,4207,5
2376,V4,062,85107,006,1202,2
2377,N2,404,85692,039,3203,1
2378,N2,404,85692,039,3203,3
2379,N2,404,85692,039,3203,5
2380,N1,435,84559,001,7120,4
2381,N4,444,102028,001,7108,4
2382,N5,328,104657,004,7103,1
2383,N5,328,104657,004,7103,3
2384,N5,328,104657,004,7103,5
2385,M2,520,92849,001,9202,1
2386,M2,520,92849,001,9202,3
2387,M2,520,92849,001,9202,5
2388,N1,106,86180,013,1103,2
2389,M4,495,105408,003,1203,2
2390,M3,736,4788,001,2202,1
2391,M3,736,4788,001,2202,3
2392,M3,736,4788,001,2202,5
2393,M4,766,1657,004,7203,1
2394,M4,766,1657,004,7203,3
2395,M4,766,1657,004,7203,5
2396,M4,768,FI0822,003,1303,4
2397,N1,501,85018,024,2107,1
2398,N1,501,85018,024,2107,3
2399,N1,501,85018,024,2107,5
2400,N1,729,98221,004,5102,2
2401,N1,216,98027,003,VIDE,2
2402,N4,276,96984,005,3203,1
2403,N4,276,96984,005,3203,3
2404,N4,276,96984,005,3203,5
2405,N3,278,95821,005,7215,1
