index,hora,clave,empleado_clave,grupo,salon,dia
7227,M4,2,104655,052,3209,3
7228,M4,600,4059,052,3302,1
7229,M4,601,100517,052,3301,2
7230,M4,605,103762,052,3309,4
7231,V1,607,94658,052,2102,1
7232,V1,616,60457,028,6201,2
7233,N2,100,4997,059,3205,1
7234,N2,100,4997,059,3205,3
7235,N2,100,4997,059,3205,5
7236,N4,158,16702,013,3206,2
7237,V5,402,101275,016,7107,1
7238,V5,402,101275,016,7107,3
7239,V5,402,101275,016,7107,5
7240,N1,418,106778,001,7108,4
7241,N1,603,100430,017,3104,1
7242,N1,603,100430,017,3104,3
7243,N1,603,100430,017,3104,5
7244,N1,611,98707,026,1201,2
7245,N3,800,95506,046,9103,1
7246,N3,800,95506,046,9103,3
7247,N3,800,95506,046,9103,5
7248,M6,3,14669,023,6302,1
7249,M6,3,14669,023,6302,3
7250,M6,3,14669,023,6302,5
7251,M4,150,95822,006,4108,1
7252,M4,150,95822,006,4108,3
7253,M4,150,95822,006,4108,5
7254,M4,602,95182,017,2107,4
7255,M1,604,95182,001,1105,1
7256,M1,604,95182,001,1105,3
7257,M1,604,95182,001,1105,5
7258,M4,4,92548,018,9204,4
7259,M2,400,92609,004,7125,1
7260,M2,400,92609,004,7125,3
7261,M2,400,92609,004,7125,5
7262,M4,402,101275,006,2204,2
7263,V1,500,93964,002,9105,4
7264,M1,502,93964,001,9104,1
7265,M1,502,93964,001,9104,3
7266,M1,502,93964,001,9104,5
7267,M5,603,17315,008,1303,1
7268,M5,603,17315,008,1303,3
7269,M5,603,17315,008,1303,5
7270,M1,800,19020,003,2302,2
7271,V2,1,113,021,3307,2
7272,V2,1,113,021,3307,4
7273,V2,1,113,021,3307,5
7274,V1,2,95337,018,3307,2
7275,V1,2,95337,018,3307,4
7276,V1,2,95337,018,3307,5
7277,V4,600,96966,028,3307,2
7278,V4,600,96966,028,3307,4
7279,V4,600,96966,028,3307,5
7280,V3,601,104219,024,3307,2
7281,V3,601,104219,024,3307,4
7282,V3,601,104219,024,3307,5
7283,V5,605,103897,032,3307,2
7284,V5,605,103897,032,3307,4
7285,V5,605,103897,032,3307,5
7286,V6,607,96215,036,3307,2
7287,V6,607,96215,036,3307,4
7288,V6,607,96215,036,3307,5
7289,N4,616,60454,067,6201,4
7290,M5,3,14669,021,6302,1
7291,M5,3,14669,021,6302,3
7292,M5,3,14669,021,6302,5
7293,M4,100,86189,022,4205,4
7294,M4,400,97387,056,7118,2
7295,M1,602,101129,002,3107,1
7296,M1,602,101129,002,3107,3
7297,M1,602,101129,002,3107,5
7298,M4,606,83635,013,2104,1
7299,M4,606,83635,013,2104,3
7300,M4,606,83635,013,2104,5
7301,M3,800,85694,008,4107,1
7302,M3,800,85694,008,4107,3
7303,M3,800,85694,008,4107,5
7304,M6,604,15473,018,9301,1
7305,M6,604,15473,018,9301,3
7306,M6,604,15473,018,9301,5
7307,N1,606,96896,034,2104,1
7308,N1,606,96896,034,2104,3
7309,N1,606,96896,034,2104,5
7310,N2,706,97692,001,LDIS,1
7311,N2,706,97692,001,LDIS,3
7312,N2,706,97692,001,LDIS,5
7313,V1,3,95958,028,5303,2
7314,V4,40,97686,020,6303,4
7315,V1,162,13266,010,2302,1
7316,V1,162,13266,010,2302,3
7317,V1,162,13266,010,2302,5
7318,V4,606,84455,031,1104,1
7319,V4,606,84455,031,1104,3
7320,V4,606,84455,031,1104,5
7321,V3,800,98080,039,4211,1
7322,V3,800,98080,039,4211,3
7323,V3,800,98080,039,4211,5
7324,V5,805,95454,015,2202,1
7325,V5,805,95454,015,2202,3
7326,V5,805,95454,015,2202,5
7327,M1,400,98707,002,7116,2
7328,V1,606,83637,023,1104,4
7329,V1,623,95823,001,7117,1
7330,M3,20,82705,006,6305,1
7331,M3,20,82705,006,6305,3
7332,M3,20,82705,006,6305,5
7333,M1,405,102008,001,2104,2
7334,M2,604,96972,003,2302,1
7335,M2,604,96972,003,2302,3
7336,M2,604,96972,003,2302,5
7337,M2,100,83639,006,4113,1
7338,M2,100,83639,006,4113,3
7339,M2,100,83639,006,4113,5
7340,M5,402,16118,008,2203,1
7341,M5,402,16118,008,2203,3
7342,M5,402,16118,008,2203,5
7343,M3,502,106834,007,5102,1
7344,M3,502,106834,007,5102,3
7345,M3,502,106834,007,5102,5
7346,M4,603,101129,028,3206,2
7347,M4,611,1364,006,6202,1
7348,M4,611,1364,006,6202,3
7349,M4,611,1364,006,6202,5
7350,M6,1,100152,002,3305,1
7351,M6,1,100152,002,3305,2
7352,M6,1,100152,002,3305,5
7353,M5,2,101739,009,3305,1
7354,M5,2,101739,009,3305,2
7355,M5,2,101739,009,3305,5
7356,M2,600,16737,003,3305,1
7357,M2,600,16737,003,3305,2
7358,M2,600,16737,003,3305,5
7359,M1,601,104659,001,3305,1
7360,M1,601,104659,001,3305,2
7361,M1,601,104659,001,3305,5
7362,M3,605,13653,006,3305,1
7363,M3,605,13653,006,3305,2
7364,M3,605,13653,006,3305,5
7365,M4,607,95173,008,3305,1
7366,M4,607,95173,008,3305,2
7367,M4,607,95173,008,3305,5
7368,N4,616,100430,071,6201,6
7369,V5,1,101922,033,3304,2
7370,V5,1,101922,033,3304,3
7371,V5,1,101922,033,3304,4
7372,V4,2,85676,031,3304,2
7373,V4,2,85676,031,3304,3
7374,V4,2,85676,031,3304,4
7375,V1,600,60299,015,3304,2
7376,V1,600,60299,015,3304,3
7377,V1,600,60299,015,3304,4
7378,V6,601,82863,035,3304,2
7379,V6,601,82863,035,3304,3
7380,V6,601,82863,035,3304,4
7381,V2,605,93995,019,3304,2
7382,V2,605,93995,019,3304,3
7383,V2,605,93995,019,3304,4
7384,V3,607,83634,023,3304,2
7385,V3,607,83634,023,3304,3
7386,V3,607,83634,023,3304,4
7387,M1,40,93080,003,2304,2
7388,M3,162,95507,005,1205,1
7389,M3,162,95507,005,1205,3
7390,M3,162,95507,005,1205,5
7391,M1,606,961,002,6202,1
7392,M1,606,961,002,6202,3
7393,M1,606,961,002,6202,5
7394,M2,800,19336,005,4203,1
7395,M2,800,19336,005,4203,3
7396,M2,800,19336,005,4203,5
7397,V3,805,95454,009,1305,1
7398,V3,805,95454,009,1305,3
7399,V3,805,95454,009,1305,5
7400,V4,4,92548,027,1302,2
7401,N2,301,85690,020,LME4,1
7402,N2,301,85690,020,LME4,3
7403,N2,301,85690,020,LME4,5
7404,V2,490,83634,004,9104,1
7405,V2,490,83634,004,9104,3
7406,V2,490,83634,004,9104,5
7407,N1,611,95508,025,1304,1
7408,N1,611,95508,025,1304,3
7409,N1,611,95508,025,1304,5
7410,N1,4,93303,034,6304,4
7411,N4,42,93598,017,3207,4
7412,N1,301,94965,003,7103,1
7413,N1,301,94965,003,7103,3
7414,N1,301,94965,003,7103,5
7415,V4,491,101275,011,7107,4
7416,V6,603,94965,016,2205,1
7417,V6,603,94965,016,2205,3
7418,V6,603,94965,016,2205,5
7419,N2,611,95508,031,6202,1
7420,N2,611,95508,031,6202,3
7421,N2,611,95508,031,6202,5
7422,N3,621,96701,001,7207,1
7423,N3,621,96701,001,7207,3
7424,N3,621,96701,001,7207,5
7425,M2,100,96184,009,2102,1
7426,M2,100,96184,009,2102,3
7427,M2,100,96184,009,2102,5
7428,M4,400,16118,016,7111,4
7429,V3,3,98717,025,6301,1
7430,V3,3,98717,025,6301,3
7431,V3,3,98717,025,6301,5
7432,V2,150,95822,019,4112,1
7433,V2,150,95822,019,4112,3
7434,V2,150,95822,019,4112,5
7435,V1,400,97387,038,7116,2
7436,V4,606,93995,030,2201,1
7437,V4,606,93995,030,2201,3
7438,V4,606,93995,030,2201,5
7439,M4,800,85694,019,4200,4
7440,M4,20,82705,009,9102,4
7441,M6,160,102557,003,4110,1
7442,M6,160,102557,003,4110,3
7443,M6,160,102557,003,4110,5
7444,M1,168,FI0822,001,4211,2
7445,M4,603,11668,036,9304,1
7446,M4,603,11668,036,9304,3
7447,M4,603,11668,036,9304,5
7448,V1,604,93253,021,1204,1
7449,V1,604,93253,021,1204,3
7450,V1,604,93253,021,1204,5
7451,M1,40,93994,001,1305,1
7452,M1,40,93994,001,1305,3
7453,M1,40,93994,001,1305,5
7454,V1,491,101275,009,7108,2
7455,M2,603,18308,027,3106,1
7456,M2,603,18308,027,3106,3
7457,M2,603,18308,027,3106,5
7458,M3,611,203,005,2101,1
7459,M3,611,203,005,2101,3
7460,M3,611,203,005,2101,5
7461,M4,621,85681,011,7203,4
7462,M4,20,19239,008,9105,1
7463,M4,20,19239,008,9105,3
7464,M4,20,19239,008,9105,5
7465,V2,100,14726,044,4113,1
7466,V2,100,14726,044,4113,3
7467,V2,100,14726,044,4113,5
7468,V1,103,95822,016,4106,1
7469,V1,103,95822,016,4106,3
7470,V1,103,95822,016,4106,5
7471,M5,165,96156,002,9204,1
7472,M5,165,96156,002,9204,3
7473,M5,165,96156,002,9204,5
7474,M6,603,93248,040,9304,1
7475,M6,603,93248,040,9304,3
7476,M6,603,93248,040,9304,5
7477,M3,604,93371,006,2302,1
7478,M3,604,93371,006,2302,3
7479,M3,604,93371,006,2302,5
7480,M1,3,83833,002,6304,1
7481,M1,3,83833,002,6304,3
7482,M1,3,83833,002,6304,5
7483,M3,105,1640,004,4113,1
7484,M3,105,1640,004,4113,3
7485,M3,105,1640,004,4113,5
7486,M4,400,92609,007,7125,1
7487,M4,400,92609,007,7125,3
7488,M4,400,92609,007,7125,5
7489,M2,620,93528,003,LMH1,1
7490,M2,620,93528,003,LMH1,3
7491,M2,620,93528,003,LMH1,5
7492,V1,4,92146,030,6301,4
7493,V4,40,97686,018,6303,1
7494,V4,40,97686,018,6303,3
7495,V4,40,97686,018,6303,5
7496,N2,301,105528,022,7103,1
7497,N2,301,105528,022,7103,3
7498,N2,301,105528,022,7103,5
7499,V1,490,fi0081,006,9105,1
7500,V1,490,fi0081,006,9105,3
7501,V1,490,fi0081,006,9105,5
7502,V6,491,101275,004,7107,1
7503,V6,491,101275,004,7107,3
7504,V6,491,101275,004,7107,5
7505,M6,603,11668,038,9205,1
7506,M6,603,11668,038,9205,3
7507,M6,603,11668,038,9205,5
7508,M4,611,1364,012,1103,4
7509,V2,621,85008,021,7205,1
7510,V2,621,85008,021,7205,3
7511,V2,621,85008,021,7205,5
7512,M3,81,95958,004,5303,1
7513,M3,81,95958,004,5303,3
7514,M3,81,95958,004,5303,5
7515,M4,100,101296,019,4205,2
7516,M1,162,95507,002,1203,2
7517,M4,3,98717,026,2201,4
7518,M6,602,14310,022,2201,1
7519,M6,602,14310,022,2201,3
7520,M6,602,14310,022,2201,5
7521,M1,100,981,005,1202,4
7522,M4,602,101129,014,1205,1
7523,M4,602,101129,014,1205,3
7524,M4,602,101129,014,1205,5
7525,M2,604,17309,004,9105,1
7526,M2,604,17309,004,9105,3
7527,M2,604,17309,004,9105,5
7528,M3,606,17264,011,2205,1
7529,M3,606,17264,011,2205,3
7530,M3,606,17264,011,2205,5
7531,V4,105,95507,011,4203,2
7532,M4,400,97685,030,1204,2
7533,V1,602,14310,027,9101,1
7534,V1,602,14310,027,9101,3
7535,V1,602,14310,027,9101,5
7536,V1,800,13266,029,4204,2
7537,N3,168,96198,005,4212,1
7538,N3,168,96198,005,4212,3
7539,N3,168,96198,005,4212,5
7540,N1,805,91734,018,9103,1
7541,N1,805,91734,018,9103,3
7542,N1,805,91734,018,9103,5
7543,N4,814,85674,012,4113,1
7544,N4,814,85674,012,4113,3
7545,N4,814,85674,012,4113,5
7546,V5,839,96198,004,4109,4
7547,M6,1,16949,012,9102,1
7548,M6,1,16949,012,9102,3
7549,M6,1,16949,012,9102,5
7550,M1,2,92984,002,3306,1
7551,M1,2,92984,002,3306,3
7552,M1,2,92984,002,3306,5
7553,M3,600,3689,005,3306,1
7554,M3,600,3689,005,3306,3
7555,M3,600,3689,005,3306,5
7556,M2,601,95170,003,3306,1
7557,M2,601,95170,003,3306,3
7558,M2,601,95170,003,3306,5
7559,M4,605,13653,008,3306,1
7560,M4,605,13653,008,3306,3
7561,M4,605,13653,008,3306,5
7562,M5,607,83634,010,3306,1
7563,M5,607,83634,010,3306,3
7564,M5,607,83634,010,3306,5
7565,M1,616,97952,008,6201,4
7566,M5,916,fi9030,003,2206,2
7567,M4,500,93528,009,5101,1
7568,M4,500,93528,009,5101,3
7569,M4,500,93528,009,5101,5
7570,N4,20,101148,027,6301,4
7571,V5,100,18306,056,4110,1
7572,V5,100,18306,056,4110,3
7573,V5,100,18306,056,4110,5
7574,M4,103,100759,013,4106,6
7575,N1,165,95837,006,4111,2
7576,V1,20,82705,011,6302,1
7577,V1,20,82705,011,6302,3
7578,V1,20,82705,011,6302,5
7579,V1,100,101296,039,4205,2
7580,M4,103,84614,018,9303,2
7581,N4,160,93603,012,4201,1
7582,N4,160,93603,012,4201,3
7583,N4,160,93603,012,4201,5
7584,V4,164,16442,007,4207,1
7585,V4,164,16442,007,4207,3
7586,V4,164,16442,007,4207,5
7587,V1,150,100759,018,4106,6
7588,V1,400,14212,025,2201,2
7589,M1,604,100572,002,3109,4
7590,M5,4,9076,019,6305,1
7591,M5,4,9076,019,6305,3
7592,M5,4,9076,019,6305,5
7593,V2,100,92552,047,4102,1
7594,V2,100,92552,047,4102,3
7595,V2,100,92552,047,4102,5
7596,N4,604,2369,041,2203,1
7597,N4,604,2369,041,2203,3
7598,N4,604,2369,041,2203,5
7599,V5,621,100106,024,7202,1
7600,V5,621,100106,024,7202,3
7601,V5,621,100106,024,7202,5
7602,V6,800,102500,044,4204,1
7603,V6,800,102500,044,4204,3
7604,V6,800,102500,044,4204,5
7605,M6,3,83833,024,6304,1
7606,M6,3,83833,024,6304,3
7607,M6,3,83833,024,6304,5
7608,M4,4,92548,012,9105,2
7609,M4,301,855,011,7101,4
7610,M5,611,16942,014,1101,1
7611,M5,611,16942,014,1101,3
7612,M5,611,16942,014,1101,5
7613,M3,621,85008,006,7205,1
7614,M3,621,85008,006,7205,3
7615,M3,621,85008,006,7205,5
7616,M5,160,19017,004,4204,1
7617,M5,160,19017,004,4204,3
7618,M5,160,19017,004,4204,5
7619,V1,603,5470,012,1205,1
7620,V1,603,5470,012,1205,3
7621,V1,603,5470,012,1205,5
7622,M1,81,104655,002,1203,4
7623,M2,280,83979,001,SMO,1
7624,M2,280,83979,001,SMO,3
7625,M2,280,83979,001,SMO,5
7626,M4,604,103747,010,3309,1
7627,M4,604,103747,010,3309,3
7628,M4,604,103747,010,3309,5
7629,M1,606,961,003,6202,2
7630,M1,4,19239,001,2106,1
7631,M1,4,19239,001,2106,3
7632,M1,4,19239,001,2106,5
7633,V1,100,83639,035,4107,1
7634,V1,100,83639,035,4107,3
7635,V1,100,83639,035,4107,5
7636,V1,3,95958,042,5303,1
7637,V1,3,95958,042,5303,3
7638,V1,3,95958,042,5303,5
7639,V5,40,97686,022,6303,1
7640,V5,40,97686,022,6303,3
7641,V5,40,97686,022,6303,5
7642,V4,400,96022,042,7118,2
7643,V2,606,83635,026,1101,1
7644,V2,606,83635,026,1101,3
7645,V2,606,83635,026,1101,5
7646,N1,616,60452,057,4100,5
7647,N5,5,6689,029,9302,1
7648,N5,5,6689,029,9302,3
7649,N5,5,6689,029,9302,5
7650,N4,402,93247,013,2302,1
7651,N4,402,93247,013,2302,3
7652,N4,402,93247,013,2302,5
7653,V6,405,101940,019,7108,1
7654,V6,405,101940,019,7108,3
7655,V6,405,101940,019,7108,5
7656,N3,500,102958,029,2302,1
7657,N3,500,102958,029,2302,3
7658,N3,500,102958,029,2302,5
7659,N1,502,85337,026,2303,1
7660,N1,502,85337,026,2303,3
7661,N1,502,85337,026,2303,5
7662,N2,603,19300,034,3206,1
7663,N2,603,19300,034,3206,3
7664,N2,603,19300,034,3206,5
7665,N1,611,95509,027,6202,2
7666,M6,604,95182,016,9201,1
7667,M6,604,95182,016,9201,3
7668,M6,604,95182,016,9201,5
7669,M5,400,92609,022,7125,1
7670,M5,400,92609,022,7125,3
7671,M5,400,92609,022,7125,5
7672,M4,604,93371,030,9204,1
7673,M4,604,93371,030,9204,3
7674,M4,604,93371,030,9204,5
7675,M4,606,17264,017,2102,4
7676,M2,702,7031,001,1203,1
7677,M2,702,7031,001,1203,3
7678,M2,702,7031,001,1203,5
7679,V2,400,14212,035,7118,1
7680,V2,400,14212,035,7118,3
7681,V2,400,14212,035,7118,5
7682,N4,402,14311,020,9204,2
7683,M5,500,92608,014,2302,1
7684,M5,500,92608,014,2302,3
7685,M5,500,92608,014,2302,5
7686,M2,603,1318,002,3102,1
7687,M2,603,1318,002,3102,3
7688,M2,603,1318,002,3102,5
7689,M4,3,16949,014,9102,1
7690,M4,3,16949,014,9102,3
7691,M4,3,16949,014,9102,5
7692,V4,150,15052,022,1102,2
7693,V2,400,92609,033,7125,1
7694,V2,400,92609,033,7125,3
7695,V2,400,92609,033,7125,5
7696,M5,602,14310,018,9302,1
7697,M5,602,14310,018,9302,3
7698,M5,602,14310,018,9302,5
7699,V1,606,83635,020,1105,1
7700,V1,606,83635,020,1105,3
7701,V1,606,83635,020,1105,5
7702,M4,3,19109,013,6303,1
7703,M4,3,19109,013,6303,3
7704,M4,3,19109,013,6303,5
7705,M4,100,2244,003,4102,2
7706,V4,602,101129,036,9201,1
7707,V4,602,101129,036,9201,3
7708,V4,602,101129,036,9201,5
7709,M1,800,19020,004,2101,4
7710,M4,3,98717,017,2303,2
7711,M6,400,106782,034,1204,1
7712,M6,400,106782,034,1204,3
7713,M6,400,106782,034,1204,5
7714,M4,604,100572,011,3108,4
7715,M2,800,19379,050,4208,1
7716,M2,800,19379,050,4208,3
7717,M2,800,19379,050,4208,5
7718,M2,1,101922,004,3201,1
7719,M2,1,101922,004,3201,3
7720,M2,1,101922,004,3201,4
7721,M3,2,101922,003,3201,1
7722,M3,2,101922,003,3201,3
7723,M3,2,101922,003,3201,4
7724,M5,600,105499,010,3201,1
7725,M5,600,105499,010,3201,3
7726,M5,600,105499,010,3201,4
7727,M4,601,60299,009,3201,1
7728,M4,601,60299,009,3201,3
7729,M4,601,60299,009,3201,4
7730,M6,605,13653,014,3201,1
7731,M6,605,13653,014,3201,3
7732,M6,605,13653,014,3201,4
7733,M1,607,101640,002,3201,1
7734,M1,607,101640,002,3201,3
7735,M1,607,101640,002,3201,4
7736,M4,616,95502,015,4100,2
7737,V4,162,95507,013,4110,1
7738,V4,162,95507,013,4110,3
7739,V4,162,95507,013,4110,5
7740,V1,268,102500,004,4208,2
7741,V2,800,19017,034,4204,1
7742,V2,800,19017,034,4204,3
7743,V2,800,19017,034,4204,5
7744,M5,100,11158,026,4205,1
7745,M5,100,11158,026,4205,3
7746,M5,100,11158,026,4205,5
7747,M3,103,3350,008,4109,1
7748,M3,103,3350,008,4109,3
7749,M3,103,3350,008,4109,5
7750,M6,160,19017,002,4200,1
7751,M6,160,19017,002,4200,3
7752,M6,160,19017,002,4200,5
7753,V1,604,4518,022,2106,1
7754,V1,604,4518,022,2106,3
7755,V1,604,4518,022,2106,5
7756,M4,606,3665,014,1104,1
7757,M4,606,3665,014,1104,3
7758,M4,606,3665,014,1104,5
7759,M1,103,12749,001,1303,1
7760,M1,103,12749,001,1303,3
7761,M1,103,12749,001,1303,5
7762,M5,164,92116,002,3108,1
7763,M5,164,92116,002,3108,3
7764,M5,164,92116,002,3108,5
7765,V1,40,92284,016,9103,4
7766,M4,491,7501,003,1105,1
7767,M4,491,7501,003,1105,3
7768,M4,491,7501,003,1105,5
7769,V2,611,16942,021,1104,1
7770,V2,611,16942,021,1104,3
7771,V2,611,16942,021,1104,5
7772,V3,621,100106,022,7204,1
7773,V3,621,100106,022,7204,3
7774,V3,621,100106,022,7204,5
7775,M4,100,83639,020,4110,2
7776,M1,402,95541,011,7107,2
7777,M1,405,102008,002,2104,4
7778,V1,513,86327,003,2205,1
7779,V1,513,86327,003,2205,3
7780,V1,513,86327,003,2205,5
7781,M4,603,19300,007,2202,1
7782,M4,603,19300,007,2202,3
7783,M4,603,19300,007,2202,5
7784,N4,4,103288,039,2205,4
7785,N3,603,93241,021,3106,1
7786,N3,603,93241,021,3106,3
7787,N3,603,93241,021,3106,5
7788,N5,604,15265,043,2203,1
7789,N5,604,15265,043,2203,3
7790,N5,604,15265,043,2203,5
7791,N2,606,83984,037,2205,1
7792,N2,606,83984,037,2205,3
7793,N2,606,83984,037,2205,5
7794,N4,621,96701,033,7206,1
7795,N4,621,96701,033,7206,3
7796,N4,621,96701,033,7206,5
7797,M1,42,7031,002,1201,2
7798,M3,602,96972,010,1301,1
7799,M3,602,96972,010,1301,3
7800,M3,602,96972,010,1301,5
7801,M3,606,93253,012,1101,1
7802,M3,606,93253,012,1101,3
7803,M3,606,93253,012,1101,5
7804,V1,800,19336,026,4203,1
7805,V1,800,19336,026,4203,3
7806,V1,800,19336,026,4203,5
7807,N1,42,113,012,1101,2
7808,N4,165,19101,008,4203,2
7809,V6,805,95454,017,9105,1
7810,V6,805,95454,017,9105,3
7811,V6,805,95454,017,9105,5
7812,M3,400,92609,006,7125,1
7813,M3,400,92609,006,7125,3
7814,M3,400,92609,006,7125,5
7815,M5,604,103747,013,3106,1
7816,M5,604,103747,013,3106,3
7817,M5,604,103747,013,3106,5
7818,N1,301,105528,034,3308,4
7819,V1,400,14212,028,7118,1
7820,V1,400,14212,028,7118,3
7821,V1,400,14212,028,7118,5
7822,M1,490,15454,001,1202,1
7823,M1,490,15454,001,1202,3
7824,M1,490,15454,001,1202,5
7825,M2,491,101275,002,7111,1
7826,M2,491,101275,002,7111,3
7827,M2,491,101275,002,7111,5
7828,M3,621,85681,004,7223,1
7829,M3,621,85681,004,7223,3
7830,M3,621,85681,004,7223,5
7831,N5,800,12749,006,4203,1
7832,N5,800,12749,006,4203,3
7833,N5,800,12749,006,4203,5
7834,M3,402,10143,002,7111,1
7835,M3,402,10143,002,7111,3
7836,M3,402,10143,002,7111,5
7837,V4,405,99943,026,1204,2
7838,M4,502,4526,010,5302,1
7839,M4,502,4526,010,5302,3
7840,M4,502,4526,010,5302,5
7841,V1,611,103478,029,1203,2
7842,V5,1,113,049,3103,2
7843,V5,1,113,049,3103,4
7844,V5,1,113,049,3103,5
7845,V6,2,97857,049,3103,2
7846,V6,2,97857,049,3103,4
7847,V6,2,97857,049,3103,5
7848,V2,600,106819,049,3103,2
7849,V2,600,106819,049,3103,4
7850,V2,600,106819,049,3103,5
7851,V1,601,99370,049,3103,2
7852,V1,601,99370,049,3103,4
7853,V1,601,99370,049,3103,5
7854,V3,605,105499,049,3103,2
7855,V3,605,105499,049,3103,4
7856,V3,605,105499,049,3103,5
7857,V4,607,11404,049,3103,2
7858,V4,607,11404,049,3103,4
7859,V4,607,11404,049,3103,5
7860,M1,616,95499,05a,6201a,3
7861,N1,3,98717,038,9103,2
7862,V4,40,93998,019,1201,2
7863,N3,602,102008,044,1202,1
7864,N3,602,102008,044,1202,3
7865,N3,602,102008,044,1202,5
7866,N4,801,84392,010,3207,2
7867,V3,851,96198,002,4108,4
7868,M4,402,101275,007,7107,4
7869,M6,500,86327,016,1305,1
7870,M6,500,86327,016,1305,3
7871,M6,500,86327,016,1305,5
7872,M4,502,92151,011,2101,1
7873,M4,502,92151,011,2101,3
7874,M4,502,92151,011,2101,5
7875,M1,539,105766,002,3101,4
7876,M1,552,97183,005,LDIS,3
7877,V1,1,103288,020,2104,2
7878,V1,1,103288,020,2104,3
7879,V1,1,103288,020,2104,4
7880,V6,2,106364,028,2104,2
7881,V6,2,106364,028,2104,3
7882,V6,2,106364,028,2104,4
7883,V3,600,91734,026,2104,2
7884,V3,600,91734,026,2104,3
7885,V3,600,91734,026,2104,4
7886,V2,601,60452,022,2104,2
7887,V2,601,60452,022,2104,3
7888,V2,601,60452,022,2104,4
7889,V4,605,60452,030,2104,2
7890,V4,605,60452,030,2104,3
7891,V4,605,60452,030,2104,4
7892,V5,607,84205,034,2104,2
7893,V5,607,84205,034,2104,3
7894,V5,607,84205,034,2104,4
7895,V4,616,104659,046,6201,5
7896,N1,916,fi9040,021,2206a,3
7897,V1,40,93998,017,1105,4
7898,M4,801,100959,005,4211,4
7899,V4,838,98080,006,4211,1
7900,V4,838,98080,006,4211,3
7901,V4,838,98080,006,4211,5
7902,M6,400,92609,024,7125,1
7903,M6,400,92609,024,7125,3
7904,M6,400,92609,024,7125,5
7905,M1,550,105885,001,3104,1
7906,M1,550,105885,001,3104,3
7907,M1,550,105885,001,3104,5
7908,M2,602,11663,004,9101,1
7909,M2,602,11663,004,9101,3
7910,M2,602,11663,004,9101,5
7911,M5,800,85694,021,4211,1
7912,M5,800,85694,021,4211,3
7913,M5,800,85694,021,4211,5
7914,V3,100,4997,049,4113,1
7915,V3,100,4997,049,4113,3
7916,V3,100,4997,049,4113,5
7917,V1,402,101275,010,7108,1
7918,V1,402,101275,010,7108,3
7919,V1,402,101275,010,7108,5
7920,M4,405,96588,012,LCOR,1
7921,M4,405,96588,012,LCOR,3
7922,M4,405,96588,012,LCOR,5
7923,V4,500,2341,022,1101,1
7924,V4,500,2341,022,1101,3
7925,V4,500,2341,022,1101,5
7926,V6,502,11327,025,1302,1
7927,V6,502,11327,025,1302,3
7928,V6,502,11327,025,1302,5
7929,V2,603,16949,013,9102,1
7930,V2,603,16949,013,9102,3
7931,V2,603,16949,013,9102,5
7932,V5,611,103478,039,1102,1
7933,V5,611,103478,039,1102,3
7934,V5,611,103478,039,1102,5
7935,M3,400,86171,057,7116,1
7936,M3,400,86171,057,7116,3
7937,M3,400,86171,057,7116,5
7938,M4,602,98251,015,3104,2
7939,V1,606,3665,021,1102,1
7940,V1,606,3665,021,1102,3
7941,V1,606,3665,021,1102,5
7942,M1,4,93303,002,9104,2
7943,M4,40,93080,008,9102,2
7944,M2,301,95846,005,7101,1
7945,M2,301,95846,005,7101,3
7946,M2,301,95846,005,7101,5
7947,N4,491,92547,008,3205,4
7948,M1,603,18308,026,3106,1
7949,M1,603,18308,026,3106,3
7950,M1,603,18308,026,3106,5
7951,M4,611,97175,008,2107,1
7952,M4,611,97175,008,2107,3
7953,M4,611,97175,008,2107,5
7954,M5,621,100106,014,9202,1
7955,M5,621,100106,014,9202,3
7956,M5,621,100106,014,9202,5
7957,M1,400,96022,003,1101,4
7958,M3,602,11659,008,3107,1
7959,M3,602,11659,008,3107,3
7960,M3,602,11659,008,3107,5
7961,V1,81,93121,018,9101,4
7962,V3,849,102500,002,4200,1
7963,V3,849,102500,002,4200,3
7964,V3,849,102500,002,4200,5
7965,M4,4,92548,011,6306,1
7966,M4,4,92548,011,6306,3
7967,M4,4,92548,011,6306,5
7968,M1,621,960,037,7203,1
7969,M1,621,960,037,7203,3
7970,M1,621,960,037,7203,5
7971,N1,616,83984,056,6201,4
7972,M3,1,106364,007,3202,2
7973,M3,1,106364,007,3202,3
7974,M3,1,106364,007,3202,4
7975,M4,2,100152,004,3202,2
7976,M4,2,100152,004,3202,3
7977,M4,2,100152,004,3202,4
7978,M6,600,11197,013,3202,2
7979,M6,600,11197,013,3202,3
7980,M6,600,11197,013,3202,4
7981,M5,601,13983,012,3101,2
7982,M5,601,13983,012,3101,3
7983,M5,601,13983,012,3101,4
7984,M1,605,103897,002,3202,2
7985,M1,605,103897,002,3202,3
7986,M1,605,103897,002,3202,4
7987,M2,607,103017,005,3202,2
7988,M2,607,103017,005,3202,3
7989,M2,607,103017,005,3202,4
7990,V4,616,93996,037,6201,1
7991,M5,3,95958,022,5303,1
7992,M5,3,95958,022,5303,3
7993,M5,3,95958,022,5303,5
7994,M2,105,1640,003,4101,1
7995,M2,105,1640,003,4101,3
7996,M2,105,1640,003,4101,5
7997,M4,606,93253,015,3106,1
7998,M4,606,93253,015,3106,3
7999,M4,606,93253,015,3106,5
8000,M5,20,19239,012,9105,1
8001,M5,20,19239,012,9105,3
